sample_id,extractor_name,version,file,line,symbol,extracted_fact,raw_context,reviewer1_label,reviewer2_label,adjudicated_label,error_category,notes
rust_safe_api_exposures-032,rust_safe_api_exposures,v6.16,.binddrift/worktrees/v6.16/rust/kernel/net/phy.rs,268,Device::genphy_read_lpa,"{""api_name"": ""Device::genphy_read_lpa"", ""line"": 268, ""params"": ""\""&mut self\"""", ""receiver_type"": ""Device"", ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/net/phy.rs"", ""uses_bindings"": ""[\""genphy_read_lpa\""]"", ""version_id"": ""v6.16"", ""visibility"": ""pub""}","""&mut self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-033,rust_safe_api_exposures,v6.18,.binddrift/worktrees/v6.18/rust/kernel/cpufreq.rs,488,Policy::max,"{""api_name"": ""Policy::max"", ""line"": 488, ""params"": ""\""&self\"""", ""receiver_type"": ""Policy"", ""return_type"": ""Hertz"", ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/cpufreq.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.18"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-034,rust_safe_api_exposures,v6.15,.binddrift/worktrees/v6.15/rust/kernel/list/arc_field.rs,37,"ListArcField<T, ID>::get_mut","{""api_name"": ""ListArcField<T, ID>::get_mut"", ""line"": 37, ""params"": ""\""&mut self\"""", ""receiver_type"": ""ListArcField<T, ID>"", ""return_type"": ""&mut T"", ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/list/arc_field.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.15"", ""visibility"": ""pub""}","""&mut self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-035,rust_safe_api_exposures,v6.19,.binddrift/worktrees/v6.19/rust/kernel/sync/arc.rs,229,Arc<T>::new,"{""api_name"": ""Arc<T>::new"", ""line"": 229, ""params"": ""\""contents: T, flags: Flags\"""", ""receiver_type"": ""Arc<T>"", ""return_type"": ""Result<Self, AllocError>"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/sync/arc.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""contents: T, flags: Flags""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-036,rust_safe_api_exposures,v6.17,.binddrift/worktrees/v6.17/rust/kernel/alloc/kbox.rs,229,"Box<MaybeUninit<T>, A>::assume_init","{""api_name"": ""Box<MaybeUninit<T>, A>::assume_init"", ""line"": 229, ""params"": ""\""self\"""", ""receiver_type"": ""Box<MaybeUninit<T>, A>"", ""return_type"": ""Box<T, A>"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/alloc/kbox.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-037,rust_safe_api_exposures,v6.13,.binddrift/worktrees/v6.13/rust/kernel/alloc/kvec.rs,182,"Vec<T, A>::len","{""api_name"": ""Vec<T, A>::len"", ""line"": 182, ""params"": ""\""&self\"""", ""receiver_type"": ""Vec<T, A>"", ""return_type"": ""usize"", ""rust_file"": "".binddrift/worktrees/v6.13/rust/kernel/alloc/kvec.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.13"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-038,rust_safe_api_exposures,v6.18,.binddrift/worktrees/v6.18/rust/kernel/mm/virt.rs,194,VmaMixedMap::vm_insert_page,"{""api_name"": ""VmaMixedMap::vm_insert_page"", ""line"": 194, ""params"": ""\""&self, address: usize, page: &Page\"""", ""receiver_type"": ""VmaMixedMap"", ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/mm/virt.rs"", ""uses_bindings"": ""[\""vm_insert_page\""]"", ""version_id"": ""v6.18"", ""visibility"": ""pub""}","""&self, address: usize, page: &Page""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-039,rust_safe_api_exposures,v6.4,.binddrift/worktrees/v6.4/rust/kernel/sync/lock.rs,118,"Lock<T, B>::lock","{""api_name"": ""Lock<T, B>::lock"", ""line"": 118, ""params"": ""\""&self\"""", ""receiver_type"": ""Lock<T, B>"", ""return_type"": ""Guard<'_, T, B>"", ""rust_file"": "".binddrift/worktrees/v6.4/rust/kernel/sync/lock.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.4"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-040,rust_safe_api_exposures,v6.17,.binddrift/worktrees/v6.17/rust/kernel/sync/poll.rs,52,PollTable<'a>::register_wait,"{""api_name"": ""PollTable<'a>::register_wait"", ""line"": 52, ""params"": ""\""&self, file: &File, cv: &PollCondVar\"""", ""receiver_type"": ""PollTable<'a>"", ""return_type"": ""()"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/sync/poll.rs"", ""uses_bindings"": ""[\""poll_wait\""]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""&self, file: &File, cv: &PollCondVar""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-041,rust_safe_api_exposures,v7.0,.binddrift/worktrees/v7.0/rust/kernel/security.rs,27,binder_transaction,"{""api_name"": ""binder_transaction"", ""line"": 27, ""params"": ""\""from: &Credential, to: &Credential\"""", ""receiver_type"": null, ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/security.rs"", ""uses_bindings"": ""[\""security_binder_transaction\""]"", ""version_id"": ""v7.0"", ""visibility"": ""pub""}","""from: &Credential, to: &Credential""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-042,rust_safe_api_exposures,v6.11,.binddrift/worktrees/v6.11/rust/kernel/init/__internal.rs,203,DropGuard<T>::new,"{""api_name"": ""DropGuard<T>::new"", ""line"": 203, ""params"": ""\""ptr: *mut T\"""", ""receiver_type"": ""DropGuard<T>"", ""return_type"": ""Self"", ""rust_file"": "".binddrift/worktrees/v6.11/rust/kernel/init/__internal.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.11"", ""visibility"": ""pub""}","""ptr: *mut T""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-043,rust_safe_api_exposures,v7.0,.binddrift/worktrees/v7.0/rust/kernel/sync/arc.rs,753,UniqueArc<T>::new,"{""api_name"": ""UniqueArc<T>::new"", ""line"": 753, ""params"": ""\""value: T, flags: Flags\"""", ""receiver_type"": ""UniqueArc<T>"", ""return_type"": ""Result<Self, AllocError>"", ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/sync/arc.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v7.0"", ""visibility"": ""pub""}","""value: T, flags: Flags""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-044,rust_safe_api_exposures,v6.16,.binddrift/worktrees/v6.16/rust/kernel/cpufreq.rs,536,Policy::register_em_opp,"{""api_name"": ""Policy::register_em_opp"", ""line"": 536, ""params"": ""\""&mut self\"""", ""receiver_type"": ""Policy"", ""return_type"": ""()"", ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/cpufreq.rs"", ""uses_bindings"": ""[\""cpufreq_register_em_with_opp\""]"", ""version_id"": ""v6.16"", ""visibility"": ""pub""}","""&mut self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-045,rust_safe_api_exposures,v6.17,.binddrift/worktrees/v6.17/rust/kernel/time.rs,184,Instant<C>::now,"{""api_name"": ""Instant<C>::now"", ""line"": 184, ""params"": ""\""\"""", ""receiver_type"": ""Instant<C>"", ""return_type"": ""Self"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/time.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-046,rust_safe_api_exposures,v6.18,.binddrift/worktrees/v6.18/rust/kernel/cpufreq.rs,157,PolicyData::generic_verify,"{""api_name"": ""PolicyData::generic_verify"", ""line"": 157, ""params"": ""\""&self\"""", ""receiver_type"": ""PolicyData"", ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/cpufreq.rs"", ""uses_bindings"": ""[\""cpufreq_generic_frequency_table_verify\""]"", ""version_id"": ""v6.18"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-047,rust_safe_api_exposures,v6.17,.binddrift/worktrees/v6.17/rust/kernel/regulator.rs,305,Regulator<Disabled>::get,"{""api_name"": ""Regulator<Disabled>::get"", ""line"": 305, ""params"": ""\""dev: &Device, name: &CStr\"""", ""receiver_type"": ""Regulator<Disabled>"", ""return_type"": ""Result<Self>"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/regulator.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""dev: &Device, name: &CStr""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-048,rust_safe_api_exposures,v6.15,.binddrift/worktrees/v6.15/rust/kernel/pci.rs,381,Device::resource_len,"{""api_name"": ""Device::resource_len"", ""line"": 381, ""params"": ""\""&self, bar: u32\"""", ""receiver_type"": ""Device"", ""return_type"": ""Result<bindings::resource_size_t>"", ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/pci.rs"", ""uses_bindings"": ""[\""pci_resource_len\"", \""resource_size_t\""]"", ""version_id"": ""v6.15"", ""visibility"": ""pub""}","""&self, bar: u32""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-049,rust_safe_api_exposures,v7.0,.binddrift/worktrees/v7.0/rust/kernel/workqueue.rs,971,system_unbound,"{""api_name"": ""system_unbound"", ""line"": 971, ""params"": ""\""\"""", ""receiver_type"": null, ""return_type"": ""&'static Queue"", ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/workqueue.rs"", ""uses_bindings"": ""[\""system_unbound_wq\""]"", ""version_id"": ""v7.0"", ""visibility"": ""pub""}","""""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-050,rust_safe_api_exposures,v6.16,.binddrift/worktrees/v6.16/rust/kernel/net/phy.rs,139,Device::is_autoneg_enabled,"{""api_name"": ""Device::is_autoneg_enabled"", ""line"": 139, ""params"": ""\""&self\"""", ""receiver_type"": ""Device"", ""return_type"": ""bool"", ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/net/phy.rs"", ""uses_bindings"": ""[\""AUTONEG_ENABLE\""]"", ""version_id"": ""v6.16"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-051,rust_safe_api_exposures,v6.14,.binddrift/worktrees/v6.14/rust/kernel/alloc/kvec.rs,743,"IntoIter<T, A>::collect","{""api_name"": ""IntoIter<T, A>::collect"", ""line"": 743, ""params"": ""\""self, flags: Flags\"""", ""receiver_type"": ""IntoIter<T, A>"", ""return_type"": ""Vec<T, A>"", ""rust_file"": "".binddrift/worktrees/v6.14/rust/kernel/alloc/kvec.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.14"", ""visibility"": ""pub""}","""self, flags: Flags""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-052,rust_safe_api_exposures,v7.0,.binddrift/worktrees/v7.0/rust/kernel/time.rs,438,Delta::as_millis,"{""api_name"": ""Delta::as_millis"", ""line"": 438, ""params"": ""\""self\"""", ""receiver_type"": ""Delta"", ""return_type"": ""i64"", ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/time.rs"", ""uses_bindings"": ""[\""ktime_to_ms\""]"", ""version_id"": ""v7.0"", ""visibility"": ""pub""}","""self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-053,rust_safe_api_exposures,v7.0,.binddrift/worktrees/v7.0/rust/kernel/cpufreq.rs,536,Policy::register_em_opp,"{""api_name"": ""Policy::register_em_opp"", ""line"": 536, ""params"": ""\""&mut self\"""", ""receiver_type"": ""Policy"", ""return_type"": ""()"", ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/cpufreq.rs"", ""uses_bindings"": ""[\""cpufreq_register_em_with_opp\""]"", ""version_id"": ""v7.0"", ""visibility"": ""pub""}","""&mut self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-054,rust_safe_api_exposures,v6.17,.binddrift/worktrees/v6.17/rust/kernel/page.rs,216,Page::fill_zero_raw,"{""api_name"": ""Page::fill_zero_raw"", ""line"": 216, ""params"": ""\""&self, offset: usize, len: usize\"""", ""receiver_type"": ""Page"", ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/page.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""&self, offset: usize, len: usize""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-055,rust_safe_api_exposures,v6.17,.binddrift/worktrees/v6.17/rust/kernel/devres.rs,261,Devres<T>::try_access,"{""api_name"": ""Devres<T>::try_access"", ""line"": 261, ""params"": ""\""&self\"""", ""receiver_type"": ""Devres<T>"", ""return_type"": ""Option<RevocableGuard<'_, T>>"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/devres.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-056,rust_safe_api_exposures,v7.0,.binddrift/worktrees/v7.0/rust/kernel/id_pool.rs,122,IdPool::capacity,"{""api_name"": ""IdPool::capacity"", ""line"": 122, ""params"": ""\""&self\"""", ""receiver_type"": ""IdPool"", ""return_type"": ""usize"", ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/id_pool.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v7.0"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-057,rust_safe_api_exposures,v6.14,.binddrift/worktrees/v6.14/rust/kernel/types.rs,330,Opaque<T>::pin_init,"{""api_name"": ""Opaque<T>::pin_init"", ""line"": 330, ""params"": ""\""slot: impl PinInit<T>\"""", ""receiver_type"": ""Opaque<T>"", ""return_type"": ""impl PinInit<Self>"", ""rust_file"": "".binddrift/worktrees/v6.14/rust/kernel/types.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.14"", ""visibility"": ""pub""}","""slot: impl PinInit<T>""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-058,rust_safe_api_exposures,v6.15,.binddrift/worktrees/v6.15/rust/kernel/alloc/kvec.rs,224,"Vec<T, A>::as_ptr","{""api_name"": ""Vec<T, A>::as_ptr"", ""line"": 224, ""params"": ""\""&self\"""", ""receiver_type"": ""Vec<T, A>"", ""return_type"": ""*const T"", ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/alloc/kvec.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.15"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-059,rust_safe_api_exposures,v6.19,.binddrift/worktrees/v6.19/rust/kernel/sync/arc.rs,750,UniqueArc<T>::new,"{""api_name"": ""UniqueArc<T>::new"", ""line"": 750, ""params"": ""\""value: T, flags: Flags\"""", ""receiver_type"": ""UniqueArc<T>"", ""return_type"": ""Result<Self, AllocError>"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/sync/arc.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""value: T, flags: Flags""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-060,rust_safe_api_exposures,v6.18,.binddrift/worktrees/v6.18/rust/kernel/io.rs,189,Io<SIZE>::addr,"{""api_name"": ""Io<SIZE>::addr"", ""line"": 189, ""params"": ""\""&self\"""", ""receiver_type"": ""Io<SIZE>"", ""return_type"": ""usize"", ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/io.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.18"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-061,rust_safe_api_exposures,v7.0,.binddrift/worktrees/v7.0/rust/kernel/str.rs,55,BStr::strip_prefix,"{""api_name"": ""BStr::strip_prefix"", ""line"": 55, ""params"": ""\""&self, pattern: impl AsRef<Self>\"""", ""receiver_type"": ""BStr"", ""return_type"": ""Option<&BStr>"", ""rust_file"": "".binddrift/worktrees/v7.0/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v7.0"", ""visibility"": ""pub""}","""&self, pattern: impl AsRef<Self>""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-062,rust_safe_api_exposures,v6.19,.binddrift/worktrees/v6.19/rust/kernel/uaccess.rs,195,UserSlice::reader_writer,"{""api_name"": ""UserSlice::reader_writer"", ""line"": 195, ""params"": ""\""self\"""", ""receiver_type"": ""UserSlice"", ""return_type"": ""(UserSliceReader, UserSliceWriter)"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/uaccess.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-063,rust_safe_api_exposures,v6.12,.binddrift/worktrees/v6.12/rust/kernel/page.rs,165,Page::read_raw,"{""api_name"": ""Page::read_raw"", ""line"": 165, ""params"": ""\""&self, dst: *mut u8, offset: usize, len: usize\"""", ""receiver_type"": ""Page"", ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v6.12/rust/kernel/page.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.12"", ""visibility"": ""pub""}","""&self, dst: *mut u8, offset: usize, len: usize""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-064,rust_safe_api_exposures,v6.18,.binddrift/worktrees/v6.18/rust/kernel/uaccess.rs,262,UserSliceReader::read_raw,"{""api_name"": ""UserSliceReader::read_raw"", ""line"": 262, ""params"": ""\""&mut self, out: &mut [MaybeUninit<u8>]\"""", ""receiver_type"": ""UserSliceReader"", ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/uaccess.rs"", ""uses_bindings"": ""[\""copy_from_user\""]"", ""version_id"": ""v6.18"", ""visibility"": ""pub""}","""&mut self, out: &mut [MaybeUninit<u8>]""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-065,rust_safe_api_exposures,v6.15,.binddrift/worktrees/v6.15/rust/kernel/str.rs,815,Formatter::from_buffer,"{""api_name"": ""Formatter::from_buffer"", ""line"": 815, ""params"": ""\""buf: *mut u8, len: usize\"""", ""receiver_type"": ""Formatter"", ""return_type"": ""Self"", ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.15"", ""visibility"": ""pub(crate)""}","""buf: *mut u8, len: usize""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-066,rust_safe_api_exposures,v6.19,.binddrift/worktrees/v6.19/rust/kernel/kunit.rs,35,info,"{""api_name"": ""info"", ""line"": 35, ""params"": ""\""args: fmt::Arguments<'_>\"""", ""receiver_type"": null, ""return_type"": ""()"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/kunit.rs"", ""uses_bindings"": ""[\""__kunit_abort\"", \""__kunit_do_failed_assertion\"", \""_printk\"", \""kunit_assert\"", \""kunit_assert_type_KUNIT_ASSERTION\"", \""kunit_get_current_test\"", \""kunit_loc\"", \""kunit_unary_assert\"", \""kunit_unary_assert_format\""]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""args: fmt::Arguments<'_>""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-067,rust_safe_api_exposures,v6.15,.binddrift/worktrees/v6.15/rust/kernel/rbtree.rs,1215,"OccupiedEntry<'a, K, V>::get_mut","{""api_name"": ""OccupiedEntry<'a, K, V>::get_mut"", ""line"": 1215, ""params"": ""\""&mut self\"""", ""receiver_type"": ""OccupiedEntry<'a, K, V>"", ""return_type"": ""&mut V"", ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/rbtree.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.15"", ""visibility"": ""pub""}","""&mut self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-068,rust_safe_api_exposures,v6.15,.binddrift/worktrees/v6.15/rust/kernel/rbtree.rs,747,"Cursor<'a, K, V>::current_mut","{""api_name"": ""Cursor<'a, K, V>::current_mut"", ""line"": 747, ""params"": ""\""&mut self\"""", ""receiver_type"": ""Cursor<'a, K, V>"", ""return_type"": ""(&K, &mut V)"", ""rust_file"": "".binddrift/worktrees/v6.15/rust/kernel/rbtree.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.15"", ""visibility"": ""pub""}","""&mut self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-069,rust_safe_api_exposures,v6.11,.binddrift/worktrees/v6.11/rust/kernel/time.rs,38,Ktime::from_raw,"{""api_name"": ""Ktime::from_raw"", ""line"": 38, ""params"": ""\""inner: bindings::ktime_t\"""", ""receiver_type"": ""Ktime"", ""return_type"": ""Self"", ""rust_file"": "".binddrift/worktrees/v6.11/rust/kernel/time.rs"", ""uses_bindings"": ""[\""ktime_t\""]"", ""version_id"": ""v6.11"", ""visibility"": ""pub""}","""inner: bindings::ktime_t""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-070,rust_safe_api_exposures,v6.19,.binddrift/worktrees/v6.19/rust/kernel/pwm.rs,550,Chip<T>::device,"{""api_name"": ""Chip<T>::device"", ""line"": 550, ""params"": ""\""&self\"""", ""receiver_type"": ""Chip<T>"", ""return_type"": ""&device::Device"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/pwm.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-071,rust_safe_api_exposures,v6.12,.binddrift/worktrees/v6.12/rust/kernel/str.rs,303,CStr::as_str_unchecked,"{""api_name"": ""CStr::as_str_unchecked"", ""line"": 303, ""params"": ""\""&self\"""", ""receiver_type"": ""CStr"", ""return_type"": ""&str"", ""rust_file"": "".binddrift/worktrees/v6.12/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.12"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-072,rust_safe_api_exposures,v6.18,.binddrift/worktrees/v6.18/rust/kernel/str.rs,793,RawFormatter::pos,"{""api_name"": ""RawFormatter::pos"", ""line"": 793, ""params"": ""\""&self\"""", ""receiver_type"": ""RawFormatter"", ""return_type"": ""*mut u8"", ""rust_file"": "".binddrift/worktrees/v6.18/rust/kernel/str.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.18"", ""visibility"": ""pub(crate)""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-073,rust_safe_api_exposures,v6.19,.binddrift/worktrees/v6.19/rust/kernel/uaccess.rs,467,UserSliceWriter::write_slice,"{""api_name"": ""UserSliceWriter::write_slice"", ""line"": 467, ""params"": ""\""&mut self, data: &[u8]\"""", ""receiver_type"": ""UserSliceWriter"", ""return_type"": ""Result"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/uaccess.rs"", ""uses_bindings"": ""[\""copy_to_user\""]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""&mut self, data: &[u8]""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-074,rust_safe_api_exposures,v6.16,.binddrift/worktrees/v6.16/rust/kernel/io.rs,189,Io<SIZE>::maxsize,"{""api_name"": ""Io<SIZE>::maxsize"", ""line"": 189, ""params"": ""\""&self\"""", ""receiver_type"": ""Io<SIZE>"", ""return_type"": ""usize"", ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/io.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.16"", ""visibility"": ""pub""}","""&self""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-075,rust_safe_api_exposures,v6.16,.binddrift/worktrees/v6.16/rust/kernel/opp.rs,639,Table::from_dev,"{""api_name"": ""Table::from_dev"", ""line"": 639, ""params"": ""\""dev: &Device\"""", ""receiver_type"": ""Table"", ""return_type"": ""Result<Self>"", ""rust_file"": "".binddrift/worktrees/v6.16/rust/kernel/opp.rs"", ""uses_bindings"": ""[\""dev_pm_opp_get_opp_table\""]"", ""version_id"": ""v6.16"", ""visibility"": ""pub""}","""dev: &Device""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-076,rust_safe_api_exposures,v6.17,.binddrift/worktrees/v6.17/rust/kernel/xarray.rs,192,"Guard<'a, T>::get","{""api_name"": ""Guard<'a, T>::get"", ""line"": 192, ""params"": ""\""&self, index: usize\"""", ""receiver_type"": ""Guard<'a, T>"", ""return_type"": ""Option<T::Borrowed<'_>>"", ""rust_file"": "".binddrift/worktrees/v6.17/rust/kernel/xarray.rs"", ""uses_bindings"": ""[]"", ""version_id"": ""v6.17"", ""visibility"": ""pub""}","""&self, index: usize""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
rust_safe_api_exposures-077,rust_safe_api_exposures,v6.19,.binddrift/worktrees/v6.19/rust/kernel/cpumask.rs,225,CpumaskVar::new_zero,"{""api_name"": ""CpumaskVar::new_zero"", ""line"": 225, ""params"": ""\""_flags: Flags\"""", ""receiver_type"": ""CpumaskVar"", ""return_type"": ""Result<Self, AllocError>"", ""rust_file"": "".binddrift/worktrees/v6.19/rust/kernel/cpumask.rs"", ""uses_bindings"": ""[\""cpumask\"", \""zalloc_cpumask_var\""]"", ""version_id"": ""v6.19"", ""visibility"": ""pub""}","""_flags: Flags""",CORRECT,CORRECT,CORRECT,,strict audit deterministic provenance review
